appid,name,positive_ratings,negative_ratings,owners,reviews
452440,Flowers -Le volume sur printemps-,545,13,20000,0.9767025089605734
452510,UNDER NIGHT IN-BIRTH Exe:Late,652,45,50000,0.9354375896700143
452570,Battle Chef Brigade Deluxe,1025,34,50000,0.9678942398489141
453090,Parkitect,1827,173,200000,0.9135
453340,Hustle Cat,697,44,50000,0.9406207827260459
453480,Shadowverse CCG,5583,2008,2000000,0.7354762218416546
455400,PAC-MAN 256,811,81,200000,0.9091928251121076
456750,The Room Three,1216,38,100000,0.9696969696969697
457140,Oxygen Not Included,16797,1205,1000000,0.9330629930007777
457210,SEUM: Speedrunners from Hell,1017,51,100000,0.952247191011236
457330,High Octane Drift,2012,1932,2000000,0.5101419878296146
457960,Holopoint,607,60,100000,0.9100449775112444
458710,Kingdom Rush Frontiers,2504,109,200000,0.9582854955989284
460060,Varenje,602,65,100000,0.9025487256371814
460120,Megadimension Neptunia VII,2357,103,200000,0.958130081300813
460790,Bayonetta,8866,843,1000000,0.9131733443197033
460930,Tom Clancy's Ghost Recon® Wildlands,26547,9944,2000000,0.7274944506864707
460950,Katana ZERO,1848,44,100000,0.9767441860465116
461560,MANDAGON,4600,249,500000,0.9486492060218602
461620,Predynastic Egypt,1048,98,50000,0.9144851657940664
461840,Zenge,2325,100,200000,0.9587628865979382
462770,Pyre,4306,452,500000,0.9050021017234132
462780,Darksiders Warmastered Edition,5250,933,2000000,0.849102377486657
463270,Ghost 1.0,1364,100,100000,0.9316939890710383
463390,One Thousand Lies,752,74,200000,0.910411622276029
463530,Empires of the Undergrowth,1117,107,100000,0.9125816993464052
464060,RUINER,5278,543,500000,0.9067170589245834
464360,3030 Deathwar Redux - A Space Odyssey,722,32,50000,0.9575596816976127
465520,PRICE,4198,233,500000,0.9474159331979237
465650,Out of the Park Baseball 18,599,48,200000,0.9258114374034003
466110,Shaolin vs Wutang,573,38,20000,0.9378068739770867
466240,Deceit,18666,6032,5000000,0.7557696979512512
466300,Planescape: Torment: Enhanced Edition,1134,60,500000,0.949748743718593
466910,Worm.is: The Game,3550,879,2000000,0.8015353352901332
467380,Khimera: Destroy All Monster Girls,945,46,200000,0.9535822401614531
467820,Zero G Arena,686,63,50000,0.9158878504672897
469820,Genital Jousting,4826,468,500000,0.9115980355119002
469990,NEKOPALIVE,1118,89,500000,0.9262634631317316
471710,Rec Room,3431,225,500000,0.938457330415755
473460,Memory Oblivion Box,546,46,20000,0.9222972972972973
473770,BallisticNG,1142,117,200000,0.9070691024622717
474210,BUTCHER,555,53,50000,0.912828947368421
474960,Quantum Break,10249,1929,2000000,0.8415996058466086
475150,Titan Quest Anniversary Edition,10566,1025,5000000,0.9115693210249332
475550,Beholder,9947,1095,1000000,0.9008331823944937
476460,Picross Touch,576,54,100000,0.9142857142857143
477160,Human: Fall Flat,28371,2678,5000000,0.9137492350800348
477740,Zero Escape: The Nonary Games,640,37,50000,0.9453471196454948
481510,Night in the Woods,6770,402,500000,0.9439486893474623
483420,Adam Wolfe,589,41,50000,0.9349206349206349
483980,Mad Father,1168,49,100000,0.9597370583401807
487430,KARAKARA,1306,126,200000,0.9120111731843575
488310,Eleven: Table Tennis VR,1108,61,100000,0.9478186484174508
489830,The Elder Scrolls V: Skyrim Special Edition,47749,14719,5000000,0.7643753601844144
491040,Bot Vice,831,41,100000,0.9529816513761468
491130,Red Trigger,1636,173,500000,0.904367053620785
491950,Orwell: Keeping an Eye On You,7045,651,5000000,0.9154106029106029
493200,RiME,2435,264,500000,0.9021859948128936
493340,Planet Coaster,22004,2828,2000000,0.8861146907216495
493900,Dungeons 3,8974,528,500000,0.9444327509997895
494150,The Thrill of the Fight - VR Boxing,842,52,50000,0.941834451901566
494230,Heart's Medicine - Time to Heal,580,47,50000,0.9250398724082934
495280,Disgaea 2 PC / 魔界戦記ディスガイア2 PC,628,69,100000,0.9010043041606887
495890,Montaro,10099,485,500000,0.9541761148904006
497640,Trick & Treat,1559,61,500000,0.9623456790123457
499440,klocki,3559,95,200000,0.9740010946907499
501300,What Remains of Edith Finch,10573,506,500000,0.9543280079429551
502800,SENRAN KAGURA ESTIVAL VERSUS,2837,127,100000,0.9571524966261808
504210,SHENZHEN I/O,1682,62,200000,0.9644495412844036
504230,Celeste,7239,206,500000,0.9723304231027535
504370,Battlerite,41080,8013,5000000,0.8367791742203573
504770,Slavistan,666,61,500000,0.9160935350756534
506610,Five Nights at Freddy's: Sister Location,4763,491,500000,0.9065473924628854
508440,Totally Accurate Battle Simulator,3109,295,1000000,0.913337250293772
508900,Zup! X,884,34,50000,0.9629629629629629
510050,You Have 10 Seconds,1026,109,500000,0.9039647577092511
511470,Glass Masquerade,2406,59,1000000,0.9760649087221095
511680,Fate/EXTELLA,2833,204,200000,0.9328284491274283
512250,Oh...Sir!! The Insult Simulator,2515,240,500000,0.9128856624319419
512790,Quern - Undying Thoughts,1045,92,50000,0.9190853122251539
512900,Streets of Rogue,5484,269,500000,0.9532417868937946
513710,SCUM,15934,8556,2000000,0.6506329113924051
513780,Turbo Pug DX,1160,348,2000000,0.7692307692307693
516750,My Summer Car,12847,1309,500000,0.9075303758123764
517910,Sisyphus Reborn,706,45,50000,0.9400798934753661
518580,Accounting (Legacy),2055,116,500000,0.946568401658222
519860,DUSK,3599,89,200000,0.9758676789587852
520010,Climbey,626,46,50000,0.9315476190476191
520440,GUILTY GEAR Xrd -REVELATOR-,2163,151,100000,0.9347450302506483
521200,Epic Battle Fantasy 3,824,38,200000,0.9559164733178654
523000,Princess Maker 2 Refine,530,49,50000,0.9153713298791019
523780,Emily is Away Too,3036,225,200000,0.9310027598896045
525510,"Guns, Gore and Cannoli 2",1121,75,200000,0.9372909698996655
528230,SYNTHETIK: Legion Rising,948,76,100000,0.92578125
529780,Disturbed,1240,94,200000,0.9295352323838081
530390,Slayaway Camp,573,25,50000,0.9581939799331104
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,3424,483,2000000,0.8763757358587151
530700,Argo,4438,4973,5000000,0.4715758155350122
531510,Just Shapes & Beats,1980,63,100000,0.9691629955947136
532110,Rusty Lake: Roots,1996,110,200000,0.9477682811016145
533300,Zup!,5810,366,200000,0.9407383419689119
534550,Guacamelee! 2,607,34,50000,0.9469578783151326
536930,MOBIUS FINAL FANTASY™,2456,1082,2000000,0.6941775014132278
537110,Angels of Death,1935,116,100000,0.9434422233057045
537180,Digimon Masters Online,2836,1350,2000000,0.6774964166268514
538680,The Legend of Heroes: Trails of Cold Steel,2030,92,200000,0.9566446748350612
541570,Sally Face,1832,63,200000,0.9667546174142481
546390,Brief Karate Foolish,2027,128,200000,0.9406032482598607
548430,Deep Rock Galactic,10254,838,1000000,0.92445005409304
550650,Black Squad,33695,11081,10000000,0.7525236733964624
550900,Metin2,4526,2741,2000000,0.6228154671804046
552280,游魂2-you're the only one- / Tayutama 2-you're the only one-,1380,29,50000,0.9794180269694819
552500,Warhammer: Vermintide 2,21509,7336,5000000,0.7456751603397469
552590,The Sexy Brutale,1945,128,200000,0.9382537385431742
552990,World of Warships,9386,3667,5000000,0.7190684133915575
553310,Lethal League Blaze,1748,65,100000,0.9641478212906784
553640,ICEY,16978,1627,1000000,0.9125503896801935
554620,Life is Strange: Before the Storm,21705,1520,1000000,0.9345532831001077
555570,Infestation: The New Z,13726,14201,10000000,0.49149568517921727
555880,Sairento VR,948,105,50000,0.9002849002849003
555950,Danganronpa Another Episode: Ultra Despair Girls,901,76,50000,0.9222108495394064
557600,Gorogoa,4739,129,200000,0.9735004108463434
558100,Art of War: Red Tides,4858,1169,2000000,0.8060394889663183
558990,Opus Magnum,1979,42,200000,0.9792182088075211
559210,Rakuen,2192,63,100000,0.9720620842572062
559610,Love Ribbon,1048,50,50000,0.9544626593806922
559650,Witch It,2636,283,200000,0.9030489893799246
560380,MapleStory 2,5143,1750,2000000,0.7461192514144784
562220,Zup! 2,4550,224,200000,0.9530791788856305
562410,Panty Party,653,52,50000,0.926241134751773
562860,Ion Maiden,963,28,50000,0.9717457114026236
563560,Alien Swarm: Reactive Drop,7629,527,5000000,0.9353849926434527
564050,Bud Spencer & Terence Hill - Slaps And Beans,702,44,50000,0.9410187667560321
564710,Soda Dungeon,3624,240,1000000,0.937888198757764
566160,Zup! 6,1052,74,100000,0.9342806394316163
567290,Slash It,814,84,100000,0.9064587973273942
567380,Heartbound,565,20,20000,0.9658119658119658
568770,Cinderella Phenomenon - Otome/Visual Novel,2128,68,200000,0.9690346083788707
569860,Thimbleweed Park™,1949,126,200000,0.9392771084337349
570840,家有大貓 Nekojishi,2512,165,500000,0.9383638401195368
571310,SteamWorld Dig 2,1443,55,100000,0.9632843791722296
571530,Superdimension Neptune VS Sega Hard Girls | 超次元大戦ネプテューヌVSセガハードガールズ夢の合体スペシャル  | 超次元大戰戰機少女VS SEGA主機娘夢幻合體特別版,633,37,50000,0.9447761194029851
571880,Angels with Scaly Wings,878,25,20000,0.9723145071982281
574980,Them's Fightin' Herds,998,97,50000,0.9114155251141552
575550,Hell Girls,2769,299,200000,0.902542372881356
576770,Low Magic Age,1053,102,50000,0.9116883116883117
577800,NBA 2K18,4832,12067,2000000,0.2859340789395822
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,496184,487076,100000000,0.5046315318430526
578310,BRAIN / OUT,8343,2112,2000000,0.7979913916786227
578620,GORN,3357,124,200000,0.9643780522838264
578850,64.0,813,83,50000,0.9073660714285714
582010,MONSTER HUNTER: WORLD,72029,35294,10000000,0.6711422528255826
582160,Assassin's Creed® Origins,31644,6007,2000000,0.8404557647871238
582500,We Were Here,8538,701,2000000,0.9241259876610023
582660,Black Desert Online,10337,5759,2000000,0.6422092445328031
583470,The End Is Nigh,1413,102,200000,0.9326732673267327
583760,Slash It 2,798,60,200000,0.9300699300699301
583950,Artifact,9937,10501,2000000,0.4862021724239162
586140,BlazBlue Centralfiction,2136,232,200000,0.902027027027027
587430,I Expect You To Die,632,46,100000,0.9321533923303835
587620,OKAMI HD / 大神 絶景版,2854,236,200000,0.9236245954692557
588040,WILL: A Wonderful World / WILL：美好世界,3344,178,200000,0.9494605337876206
588430,Fallout Shelter,21481,3569,5000000,0.8575249500998005
588650,Dead Cells,26033,1434,2000000,0.9477918957294208
588690,"Peace, Death!",1000,62,50000,0.9416195856873822
588950,Kingsway,713,78,100000,0.9013906447534766
589590,Kindergarten,2076,138,200000,0.9376693766937669
589780,The Red Strings Club,2688,221,500000,0.9240288759023719
590380,Into the Breach,5245,426,500000,0.9248809733733028
591460,Parkasaurus,576,17,50000,0.9713322091062394
591630,Candleman: The Complete Journey,558,29,20000,0.9505962521294719
593200,The Adventures of Fei Duanmu 端木斐异闻录,1242,88,50000,0.9338345864661655
593280,Cat Quest,2398,103,200000,0.9588164734106357
594570,Total War: WARHAMMER II,19420,2994,2000000,0.8664227714821094
594650,Hunt Showdown,20679,7074,2000000,0.7451086369041184
595140,Immortal Redneck,1259,124,200000,0.9103398409255242
597170,Clone Drone in the Danger Zone,1882,108,200000,0.9457286432160804
597220,West of Loathing,3039,74,500000,0.9762287182781882
598700,The Vagrant,2776,307,200000,0.9004216672072657
599390,Battle for Wesnoth,1119,84,500000,0.9301745635910225
600370,Paradigm,685,27,100000,0.9620786516853933
600480,Megaquarium,559,55,100000,0.9104234527687296
601150,Devil May Cry 5,17657,1487,2000000,0.9223255328040117
601430,The Evil Within 2,8871,790,200000,0.9182279267156609
601510,Yu-Gi-Oh! Duel Links,7969,2563,2000000,0.7566464109380935
602520,NEKOPARA Vol. 3,7678,202,500000,0.9743654822335025
603260,The Cat Games,536,59,50000,0.9008403361344538
603960,Monolith,522,7,50000,0.9867674858223062
604450,Another Adventure,3835,362,100000,0.9137479151775078
609320,FAR: Lone Sails,3359,266,200000,0.9266206896551724
609490,Minit,823,91,100000,0.9004376367614879
610360,Zup! Zero,1270,102,100000,0.9256559766763849
611980,Oik 2,811,72,50000,0.9184597961494904
615610,Orbt XL,2100,45,200000,0.9790209790209791
616110,SPACEPLAN,1183,121,100000,0.9072085889570553
616250,Crystalline,771,23,50000,0.9710327455919395
617670,Zup! S,537,33,50000,0.9421052631578948
620980,Beat Saber,11083,797,500000,0.9329124579124579
622220,Fate/EXTELLA LINK,987,94,50000,0.9130434782608695
623080,planetarian HD,927,10,20000,0.9893276414087513
623940,HIVESWAP: Act 1,2909,171,500000,0.9444805194805195
624090,Football Manager 2018,4399,2466,2000000,0.6407865986890022
630100,SoulWorker - Anime Action MMO,5953,1904,2000000,0.7576683212422044
632360,Risk of Rain 2,17902,975,2000000,0.9483498437251682
636450,Rez Infinite,585,54,50000,0.9154929577464789
636480,Ravenfield,9119,569,500000,0.9412675474814203
637850,Confess My Love,3357,209,500000,0.9413909141895681
639170,Minecraft: Story Mode - Season Two,1117,121,100000,0.9022617124394184
639780,Deep Space Waifu: FLAT JUSTICE,1449,67,100000,0.9558047493403694
639790,DEEP SPACE WAIFU,7222,252,500000,0.9662831147979662
643270,OLDTV,4293,219,500000,0.9514627659574468
644560,Mirror,21474,702,1000000,0.9683441558441559
644570,Material Girl,6922,648,500000,0.9143989431968296
645090,Zup! 5,1512,126,100000,0.9230769230769231
646570,Slay the Spire,26166,998,2000000,0.9632601973199824
647960,Rusted Warfare - RTS,519,25,200000,0.9540441176470589
648390,Marie's Room,3763,206,500000,0.9480977576215671
650700,Yume Nikki,1779,166,500000,0.9146529562982005
653530,Return of the Obra Dinn,3960,130,200000,0.9682151589242054
656090,Salty Fish Go!,738,72,50000,0.9111111111111111
658560,Zup! 7,844,46,100000,0.9483146067415731
658850,Do Not Feed the Monkeys,1333,107,100000,0.9256944444444445
664180,Draw Puzzle 画之谜,571,12,50000,0.9794168096054888
666020,Shark Dating Simulator XL,632,62,50000,0.9106628242074928
666140,My Time At Portia,10695,1108,1000000,0.9061255612979751
667600,Sky Force Reloaded,516,36,50000,0.9347826086956522
667970,VTOL VR,675,39,50000,0.9453781512605042
668630,Tricolour Lovestory,11387,1121,1000000,0.910377358490566
670160,D'LIRIUM,536,33,20000,0.9420035149384886
673130,AMID EVIL,582,10,50000,0.9831081081081081
673880,"Warhammer 40,000: Mechanicus",1813,199,100000,0.9010934393638171
673950,Farm Together,4022,407,200000,0.9081056671934974
674520,Fight'N Rage,743,49,50000,0.9381313131313131
674940,Stick Fight: The Game,24847,2795,5000000,0.8988857535634179
676820,Subsurface Circular,1073,58,100000,0.9487179487179487
681280,Descenders,666,62,20000,0.9148351648351648
683320,GRIS,5747,242,500000,0.9595925864084154
686200,Door Kickers: Action Squad,820,67,50000,0.9244644870349493
687260,Tokyo Dark,537,54,50000,0.9086294416243654
698780,Doki Doki Literature Club!,108556,3588,5000000,0.9680054216007989
700330,SCP: Secret Laboratory,19534,3621,5000000,0.8436190887497301
702810,Shooty Skies,919,86,500000,0.9144278606965174
705120,Death Coming,1966,187,200000,0.913144449605202
711990,Elise the Devil,1123,96,200000,0.9212469237079574
712730,SIMULACRA,917,66,50000,0.9328585961342828
712840,King Exit,2135,127,200000,0.9438549955791335
716490,EXAPUNKS,525,18,50000,0.9668508287292817
716710,東方憑依華　～ Antinomy of Common Flowers.,1286,135,50000,0.9049964813511612
722060,Dominions 5 - Warriors of the Faith,520,36,50000,0.935251798561151
722730,Cogmind,609,16,20000,0.9744
725340,Lines X Free,679,73,100000,0.9029255319148937
725480,Slap City,1577,88,100000,0.9471471471471471
726990,Succubus Rem,509,54,100000,0.9040852575488455
730310,DYNASTY WARRIORS 9 真・三國無双８,1487,4620,2000000,0.24349107581463894
731490,Crash Bandicoot™ N. Sane Trilogy,3555,237,200000,0.9375
732430,Superflight,5243,193,500000,0.9644959529065489
733990,I Can't Believe It's Not Gambling,1024,68,100000,0.9377289377289377
734910,Eternal Hour: Golden Hour,564,54,200000,0.912621359223301
735570,Project Rhombus,809,64,100000,0.9266895761741123
736190,中国式家长 / Chinese Parents,10858,1227,2000000,0.8984691766652876
736260,Baba Is You,1300,26,100000,0.9803921568627451
738060,Freddy Fazbear's Pizzeria Simulator,7846,580,2000000,0.9311654403038215
738520,Breathedge,2867,229,100000,0.9260335917312662
740260,Crimson Imprint plus -Nonexistent Christmas-,1364,112,50000,0.924119241192412
742120,DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,3663,281,200000,0.9287525354969574
742300,Mega Man 11 / ロックマン11 運命の歯車!!,1516,114,100000,0.9300613496932515
744190,Rusty Lake Paradise,1004,63,100000,0.9409559512652296
744810,A Raven Monologue,1405,69,200000,0.9531886024423338
744900,Dead Frontier 2,4814,2179,2000000,0.6884026884026884
745880,東方天空璋 ～ Hidden Star in Four Seasons.,4114,53,100000,0.9872810175185985
748490,The Legend of Heroes: Trails of Cold Steel II,872,36,50000,0.960352422907489
755790,Ring of Elysium,39746,13191,5000000,0.7508170088973686
757240,Aimtastic,634,29,200000,0.9562594268476622
758330,Shenmue I & II,732,65,50000,0.918444165621079
758530,Sprout,843,36,100000,0.9590443686006825
761330,Navalny 20!8 : The Rise of Evil,522,44,20000,0.9222614840989399
764790,The Messenger,1846,90,100000,0.9535123966942148
766280,A Light in the Dark,799,45,20000,0.9466824644549763
781440,"OH MY GOD, LOOK AT THIS KNIGHT",898,42,200000,0.9553191489361702
787450,KOEWOTAYORINI / 声之寄托,572,63,200000,0.9007874015748032
788770,Meteor 60 Seconds!,2271,88,500000,0.9626960576515473
790740,Tick Tock: A Tale for Two,808,57,50000,0.9341040462427745
793350,Swarmlake,746,36,100000,0.9539641943734015
795100,Friday the 13th: Killer Puzzle,2917,188,500000,0.9394524959742351
799070,Zup! 8,932,36,100000,0.9628099173553719
801630,UNDER NIGHT IN-BIRTH Exe:Late[st],524,33,50000,0.940754039497307
809140,Cliff Empire,686,67,50000,0.9110225763612217
809960,Radical Heights,5844,4206,2000000,0.5814925373134329
812140,Assassin's Creed® Odyssey,20771,4528,2000000,0.8210205936993558
813630,Supraland,1041,41,100000,0.9621072088724584
813820,Realm Royale,17220,9825,5000000,0.6367165834719911
814380,Sekiro™: Shadows Die Twice,21504,3019,5000000,0.8768910818415365
814540,Changed,1472,123,100000,0.922884012539185
816340,Kingdom Rush Origins,1116,76,100000,0.9362416107382551
823130,Totally Accurate Battlegrounds,20961,4890,2000000,0.8108390391087386
824270,KovaaK's FPS Aim Trainer,575,35,50000,0.9426229508196722
825630,STEINS;GATE 0,1301,53,50000,0.9608567208271788
828070,Treasure Hunter Claire,682,66,50000,0.9117647058823529
833040,Hiveswap Friendsim,659,44,50000,0.9374110953058321
834530,Yakuza Kiwami,1449,116,100000,0.9258785942492013
834910,ATLAS,8621,16359,2000000,0.34511609287429945
838310,Bloodstained: Curse of the Moon,1711,86,100000,0.9521424596549806
838350,太吾绘卷 The Scroll Of Taiwu,17938,2273,5000000,0.8875364900301815
843380,Super Animal Royale,1177,38,50000,0.968724279835391
844930,Fox Hime Zero,1416,44,100000,0.9698630136986301
845070,The Awesome Adventures of Captain Spirit,8077,667,1000000,0.9237191216834401
845880,Touhou: Scarlet Curiosity | 東方紅輝心,517,40,50000,0.9281867145421903
846470,Moss,531,46,50000,0.9202772963604853
848350,Katamari Damacy REROLL,559,58,50000,0.9059967585089141
850000,Noel The Mortal Fate S1-7,631,22,20000,0.9663093415007658
851100,Touhou Luna Nights,3199,75,200000,0.9770922419059255
853550,Equilinox,1078,53,100000,0.9531388152077808
859680,Deep Space Waifu: FANTASY,815,28,50000,0.966785290628707
860950,Mark of the Ninja: Remastered,802,47,100000,0.944640753828033
863550,HITMAN™ 2,10814,1756,10000000,0.86030230708035
866440,What Never Was,1824,78,200000,0.9589905362776026
871720,Ultimate Custom Night,7723,429,1000000,0.9473748773307163
873240,Hentai Memory,611,62,50000,0.9078751857355126
878750,Hentai Girl,4662,450,500000,0.9119718309859155
880950,爱上火车-Pure Station- / Maitetsu:Pure Station,855,25,50000,0.9715909090909091
882790,天命奇御 Fate Seeker,2799,228,200000,0.9246778989098117
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,24950,1075,2000000,0.9586935638808838
884660,Cuisine Royale,9657,2964,2000000,0.765153315902068
888090,TREE,1119,69,100000,0.9419191919191919
888790,Sabbat of the Witch,521,2,20000,0.9961759082217974
893030,Music Racer,1133,95,50000,0.9226384364820847
897330,Coloring Pixels,1154,45,500000,0.9624687239366139
899970,NEKOPARA Extra,1527,29,100000,0.9813624678663239
904740,东方试闻广纪 ~ Perfect Memento of Touhou Question,567,24,100000,0.9593908629441624
906390,Return.,571,52,100000,0.9165329052969502
909080,Cube Escape: Paradox,1578,53,500000,0.967504598405886
915460,ULTIMATE HARDBASS DEFENCE,680,65,50000,0.912751677852349
922460,Cheeky Chooks,637,43,200000,0.9367647058823529
927890,Hentai Girl Linda,1476,90,100000,0.9425287356321839
931500,Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,703,31,50000,0.9577656675749319
934840,FrostRunner,1269,66,200000,0.950561797752809
939400,LoveChoice 拣爱,1257,71,50000,0.9465361445783133
942970,Unheard,5222,288,500000,0.9477313974591651
963690,Hentai Girl Betty,1705,134,100000,0.9271343121261555
977950,A Dance of Fire and Ice,1451,119,200000,0.924203821656051
980300,One Finger Death Punch 2,736,25,50000,0.9671484888304862
995460,Miracle snack shop 기적의 분식집,1079,29,50000,0.973826714801444
998930,Seek Girl,613,52,50000,0.9218045112781955
1002560,Tiny Snow,653,29,20000,0.9574780058651027
1004240,Hentai Girl Karen,522,19,50000,0.9648798521256932
1008710,Wet Girl,1720,76,100000,0.9576837416481069
1010870,最后的47小时 - The Last 47 Hours,552,28,20000,0.9517241379310345
1021950,When the Darkness comes,2966,301,200000,0.9078665442301805
1031480,東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,619,19,20000,0.9702194357366771
1043180,Lovers of Aether,651,29,100000,0.9573529411764706
1046030,ISLANDERS,1490,77,200000,0.9508615188257817
